Comparison,Codec,Preset,Sequence,Crf,Real_bitrate,Subjective,Video_name
2019,x265,mv_subjective,tractor_short,2000,3489,2.05041210851068,enc_res_x265_mv_subjective_tractor_short_2000
2019,x265,mv_subjective,tractor_short,4000,7233,2.5229644590634464,enc_res_x265_mv_subjective_tractor_short_4000
2019,xin265,mv_subjective,tractor_short,1000,1884,1.353801731240106,enc_res_xin265_mv_subjective_tractor_short_1000
2019,xin265,mv_subjective,tractor_short,2000,3787,1.9771946510217704,enc_res_xin265_mv_subjective_tractor_short_2000
2019,xin265,mv_subjective,tractor_short,4000,7631,2.559793441298049,enc_res_xin265_mv_subjective_tractor_short_4000
2019,xvc,mv_subjective,tractor_short,1000,1853,1.462120420865524,enc_res_xvc_mv_subjective_tractor_short_1000
2019,xvc,mv_subjective,tractor_short,2000,3718,2.0299316554412496,enc_res_xvc_mv_subjective_tractor_short_2000
2019,xvc,mv_subjective,tractor_short,4000,7365,2.4337491851073234,enc_res_xvc_mv_subjective_tractor_short_4000
2019,bytedance,mv_subjective,wedding_party_short,1000,1835,3.119769105884993,enc_res_bytedance_mv_subjective_wedding_party_short_1000
2019,bytedance,mv_subjective,wedding_party_short,2000,3648,5.186894996020922,enc_res_bytedance_mv_subjective_wedding_party_short_2000
2019,bytedance,mv_subjective,wedding_party_short,4000,7323,5.8263090000312925,enc_res_bytedance_mv_subjective_wedding_party_short_4000
2019,huawei,mv_subjective,wedding_party_short,1000,1880,3.850773898853076,enc_res_huawei_mv_subjective_wedding_party_short_1000
2019,huawei,mv_subjective,wedding_party_short,2000,3801,5.201271658765869,enc_res_huawei_mv_subjective_wedding_party_short_2000
2019,huawei_20190725,mv_subjective,wedding_party_short,1000,1879,4.035637475157885,enc_res_huawei_20190725_mv_subjective_wedding_party_short_1000
2019,huawei_20190725,mv_subjective,wedding_party_short,2000,3120,5.019781421632181,enc_res_huawei_20190725_mv_subjective_wedding_party_short_2000
2019,huawei_20190725,mv_subjective,wedding_party_short,4000,5119,5.45587752092074,enc_res_huawei_20190725_mv_subjective_wedding_party_short_4000
2019,huawei,mv_subjective,wedding_party_short,4000,7370,5.527931672758602,enc_res_huawei_mv_subjective_wedding_party_short_4000
2019,mainconcept,mv_subjective,wedding_party_short,1000,1913,3.792582801951231,enc_res_mainconcept_mv_subjective_wedding_party_short_1000
2019,mainconcept,mv_subjective,wedding_party_short,2000,3809,4.803257486186482,enc_res_mainconcept_mv_subjective_wedding_party_short_2000
2019,mainconcept,mv_subjective,wedding_party_short,4000,7628,5.273810057752724,enc_res_mainconcept_mv_subjective_wedding_party_short_4000
2019,sif,mv_subjective,wedding_party_short,1000,2519,1.2119458743527822,enc_res_sif_mv_subjective_wedding_party_short_1000
2019,sif,mv_subjective,wedding_party_short,2000,3747,2.200769473512026,enc_res_sif_mv_subjective_wedding_party_short_2000
2019,sif,mv_subjective,wedding_party_short,4000,6850,4.4058597650688,enc_res_sif_mv_subjective_wedding_party_short_4000
2019,sz265,mv_subjective,wedding_party_short,1000,2056,3.913618065466576,enc_res_sz265_mv_subjective_wedding_party_short_1000
2019,sz265,mv_subjective,wedding_party_short,2000,4119,5.268720707646166,enc_res_sz265_mv_subjective_wedding_party_short_2000
2019,sz265,mv_subjective,wedding_party_short,4000,8240,5.724745992050757,enc_res_sz265_mv_subjective_wedding_party_short_4000
2019,t265,mv_subjective,wedding_party_short,1000,1863,3.786547971931527,enc_res_t265_mv_subjective_wedding_party_short_1000
2019,t265,mv_subjective,wedding_party_short,2000,3744,5.405634699999739,enc_res_t265_mv_subjective_wedding_party_short_2000
2019,t265,mv_subjective,wedding_party_short,4000,7497,5.74928763002776,enc_res_t265_mv_subjective_wedding_party_short_4000
2019,uc265,mv_subjective,wedding_party_short,1000,1877,3.484324381124379,enc_res_uc265_mv_subjective_wedding_party_short_1000
2019,uc265,mv_subjective,wedding_party_short,2000,3756,5.297184838843243,enc_res_uc265_mv_subjective_wedding_party_short_2000
2019,uc265,mv_subjective,wedding_party_short,4000,7509,5.779261142388776,enc_res_uc265_mv_subjective_wedding_party_short_4000
2019,venc,mv_subjective,wedding_party_short,1000,2076,4.1885733294744645,enc_res_venc_mv_subjective_wedding_party_short_1000
2019,venc,mv_subjective,wedding_party_short,2000,3884,5.458359628812714,enc_res_venc_mv_subjective_wedding_party_short_2000
2019,venc,mv_subjective,wedding_party_short,4000,7510,6.077162918627543,enc_res_venc_mv_subjective_wedding_party_short_4000
2019,vp9,mv_subjective,wedding_party_short,1000,1678,2.016452137549707,enc_res_vp9_mv_subjective_wedding_party_short_1000
2019,vp9,mv_subjective,wedding_party_short,2000,2849,4.386326307848789,enc_res_vp9_mv_subjective_wedding_party_short_2000
2019,vp9,mv_subjective,wedding_party_short,4000,5290,5.587043440753812,enc_res_vp9_mv_subjective_wedding_party_short_4000
2019,x264,mv_subjective,wedding_party_short,1000,1886,0.0,enc_res_x264_mv_subjective_wedding_party_short_1000
2019,x264,mv_subjective,wedding_party_short,2000,3762,2.6723697928806347,enc_res_x264_mv_subjective_wedding_party_short_2000
2019,x264,mv_subjective,wedding_party_short,4000,7542,5.313460568309192,enc_res_x264_mv_subjective_wedding_party_short_4000
2019,x265,mv_subjective,wedding_party_short,1000,2008,3.691408997165622,enc_res_x265_mv_subjective_wedding_party_short_1000
2019,x265,mv_subjective,wedding_party_short,2000,4007,5.352454847526089,enc_res_x265_mv_subjective_wedding_party_short_2000
2019,x265,mv_subjective,wedding_party_short,4000,7984,5.753935946300077,enc_res_x265_mv_subjective_wedding_party_short_4000
2019,xin265,mv_subjective,wedding_party_short,1000,1912,3.441761498496901,enc_res_xin265_mv_subjective_wedding_party_short_1000
2019,xin265,mv_subjective,wedding_party_short,2000,3830,5.322662653968674,enc_res_xin265_mv_subjective_wedding_party_short_2000
2019,xin265,mv_subjective,wedding_party_short,4000,7658,5.64670458431307,enc_res_xin265_mv_subjective_wedding_party_short_4000
2019,xvc,mv_subjective,wedding_party_short,1000,1559,2.945978395738053,enc_res_xvc_mv_subjective_wedding_party_short_1000
2019,xvc,mv_subjective,wedding_party_short,2000,3170,5.090505758801844,enc_res_xvc_mv_subjective_wedding_party_short_2000
2019,xvc,mv_subjective,wedding_party_short,4000,6514,5.597498087092001,enc_res_xvc_mv_subjective_wedding_party_short_4000
2020,alibaba,mv_fast_2k,blue_hair,27,5124,4.3627394009844345,enc_res_alibaba_mv_fast_2k_blue_hair_27
2020,alibaba,mv_fast_2k,blue_hair,32,2593,4.280297277641914,enc_res_alibaba_mv_fast_2k_blue_hair_32
2020,alibaba,mv_fast_2k,blue_hair,37,1316,3.5080238192748183,enc_res_alibaba_mv_fast_2k_blue_hair_37
2020,baidu,mv_fast_2k,blue_hair,26,4620,4.623480057628407,enc_res_baidu_mv_fast_2k_blue_hair_26
2020,baidu,mv_fast_2k,blue_hair,30,2472,4.692418420868542,enc_res_baidu_mv_fast_2k_blue_hair_30
2020,baidu,mv_fast_2k,blue_hair,35,1196,3.531257340063299,enc_res_baidu_mv_fast_2k_blue_hair_35
2020,bytedance_hevc,mv_fast_2k,blue_hair,28,4879,4.770170234579539,enc_res_bytedance_hevc_mv_fast_2k_blue_hair_28
2020,bytedance_hevc,mv_fast_2k,blue_hair,32,2391,4.568022044608946,enc_res_bytedance_hevc_mv_fast_2k_blue_hair_32
2020,bytedance_hevc,mv_fast_2k,blue_hair,37,1166,3.382335014871232,enc_res_bytedance_hevc_mv_fast_2k_blue_hair_37
2020,lcevc,mv_fast_2k,blue_hair,25,5033,4.453383115291215,enc_res_lcevc_mv_fast_2k_blue_hair_25
2020,lcevc,mv_fast_2k,blue_hair,30,2321,4.731057707711902,enc_res_lcevc_mv_fast_2k_blue_hair_30
2020,lcevc,mv_fast_2k,blue_hair,34,1297,4.159507647274794,enc_res_lcevc_mv_fast_2k_blue_hair_34
2020,sif,mv_fast_2k,blue_hair,115,1276,1.1455870623681013,enc_res_sif_mv_fast_2k_blue_hair_115
2020,sif,mv_fast_2k,blue_hair,52,4789,4.044620456477438,enc_res_sif_mv_fast_2k_blue_hair_52
2020,sif,mv_fast_2k,blue_hair,72,2596,2.980947657973882,enc_res_sif_mv_fast_2k_blue_hair_72
2020,tencent,mv_fast_2k,blue_hair,27,4945,4.842846740360148,enc_res_tencent_mv_fast_2k_blue_hair_27
2020,tencent,mv_fast_2k,blue_hair,32,2542,4.6809306565562965,enc_res_tencent_mv_fast_2k_blue_hair_32
2020,tencent,mv_fast_2k,blue_hair,37,1273,3.8051103171464966,enc_res_tencent_mv_fast_2k_blue_hair_37
2020,x264,mv_fast_2k,blue_hair,31,4915,4.2907050802170605,enc_res_x264_mv_fast_2k_blue_hair_31
2020,x264,mv_fast_2k,blue_hair,36,2630,2.909168505382847,enc_res_x264_mv_fast_2k_blue_hair_36
2020,x264,mv_fast_2k,blue_hair,44,1216,0.0,enc_res_x264_mv_fast_2k_blue_hair_44
2020,x265_mw,mv_fast_2k,blue_hair,28,4725,4.969974727280278,enc_res_x265_mw_mv_fast_2k_blue_hair_28
2020,x265_mw,mv_fast_2k,blue_hair,32,2569,4.567352327253827,enc_res_x265_mw_mv_fast_2k_blue_hair_32
2020,x265_mw,mv_fast_2k,blue_hair,37,1299,3.1753335805418312,enc_res_x265_mw_mv_fast_2k_blue_hair_37
2020,x265_ref,mv_fast_2k,blue_hair,28,4725,4.83062227350485,enc_res_x265_ref_mv_fast_2k_blue_hair_28
2020,x265_ref,mv_fast_2k,blue_hair,32,2569,4.456799955560783,enc_res_x265_ref_mv_fast_2k_blue_hair_32
2020,x265_ref,mv_fast_2k,blue_hair,37,1299,3.229087801474634,enc_res_x265_ref_mv_fast_2k_blue_hair_37
2020,xcczm265,mv_fast_2k,blue_hair,29,4109,4.413789232341971,enc_res_xcczm265_mv_fast_2k_blue_hair_29
2020,xcczm265,mv_fast_2k,blue_hair,33,2382,4.3977967266259865,enc_res_xcczm265_mv_fast_2k_blue_hair_33
2020,xcczm265,mv_fast_2k,blue_hair,38,1174,3.508859051853773,enc_res_xcczm265_mv_fast_2k_blue_hair_38
2020,alibaba,mv_offline_2k,blue_hair,27,4724,4.412812211404173,enc_res_alibaba_mv_offline_2k_blue_hair_27
2020,alibaba,mv_offline_2k,blue_hair,32,2394,4.761240888857346,enc_res_alibaba_mv_offline_2k_blue_hair_32
2020,alibaba,mv_offline_2k,blue_hair,37,1167,3.7176298122522895,enc_res_alibaba_mv_offline_2k_blue_hair_37
2020,baidu,mv_offline_2k,blue_hair,26,4484,4.685532683114867,enc_res_baidu_mv_offline_2k_blue_hair_26
2020,baidu,mv_offline_2k,blue_hair,30,2350,4.588754878483522,enc_res_baidu_mv_offline_2k_blue_hair_30
2020,baidu,mv_offline_2k,blue_hair,35,1130,3.613631050445557,enc_res_baidu_mv_offline_2k_blue_hair_35
2020,bytedance_hevc,mv_offline_2k,blue_hair,28,4929,4.947230461484052,enc_res_bytedance_hevc_mv_offline_2k_blue_hair_28
2020,bytedance_hevc,mv_offline_2k,blue_hair,32,2412,4.755039972061043,enc_res_bytedance_hevc_mv_offline_2k_blue_hair_32
2020,bytedance_hevc,mv_offline_2k,blue_hair,37,1186,3.516584839840617,enc_res_bytedance_hevc_mv_offline_2k_blue_hair_37
2020,bytedance_vvc,mv_offline_2k,blue_hair,21,5162,4.794863477981702,enc_res_bytedance_vvc_mv_offline_2k_blue_hair_21
2020,bytedance_vvc,mv_offline_2k,blue_hair,25,2628,5.151042210250871,enc_res_bytedance_vvc_mv_offline_2k_blue_hair_25
2020,bytedance_vvc,mv_offline_2k,blue_hair,29,1350,5.0242751085358535,enc_res_bytedance_vvc_mv_offline_2k_blue_hair_29
2020,kingsoft_v1,mv_offline_2k,blue_hair,32,5191,5.547817627199793,enc_res_kingsoft_v1_mv_offline_2k_blue_hair_32
2020,kingsoft_v1,mv_offline_2k,blue_hair,39,2373,5.30525559724983,enc_res_kingsoft_v1_mv_offline_2k_blue_hair_39
2020,kingsoft_v1,mv_offline_2k,blue_hair,45,1237,4.49859456638277,enc_res_kingsoft_v1_mv_offline_2k_blue_hair_45
2020,kingsoft_v2,mv_offline_2k,blue_hair,33,4800,5.471819074960997,enc_res_kingsoft_v2_mv_offline_2k_blue_hair_33
2020,kingsoft_v2,mv_offline_2k,blue_hair,39,2449,5.310090072704031,enc_res_kingsoft_v2_mv_offline_2k_blue_hair_39
2020,kingsoft_v2,mv_offline_2k,blue_hair,45,1271,4.696344799880416,enc_res_kingsoft_v2_mv_offline_2k_blue_hair_45
2020,lcevc,mv_offline_2k,blue_hair,25,4808,4.747994556088907,enc_res_lcevc_mv_offline_2k_blue_hair_25
2020,lcevc,mv_offline_2k,blue_hair,30,2215,4.93198738931017,enc_res_lcevc_mv_offline_2k_blue_hair_30
2020,lcevc,mv_offline_2k,blue_hair,34,1237,4.520523564216855,enc_res_lcevc_mv_offline_2k_blue_hair_34
2020,qav1enc,mv_offline_2k,blue_hair,150,5230,4.834244344177033,enc_res_qav1enc_mv_offline_2k_blue_hair_150
2020,qav1enc,mv_offline_2k,blue_hair,182,2656,5.034183044606438,enc_res_qav1enc_mv_offline_2k_blue_hair_182
2020,qav1enc,mv_offline_2k,blue_hair,222,1253,4.636409824951257,enc_res_qav1enc_mv_offline_2k_blue_hair_222
2020,rav1e,mv_offline_2k,blue_hair,134,4943,4.608022365231355,enc_res_rav1e_mv_offline_2k_blue_hair_134
2020,rav1e,mv_offline_2k,blue_hair,166,2381,4.482571441116468,enc_res_rav1e_mv_offline_2k_blue_hair_166
2020,rav1e,mv_offline_2k,blue_hair,190,1319,3.849731766262604,enc_res_rav1e_mv_offline_2k_blue_hair_190
2020,sif,mv_offline_2k,blue_hair,115,1205,1.2391470994573095,enc_res_sif_mv_offline_2k_blue_hair_115
2020,sif,mv_offline_2k,blue_hair,52,4356,4.000027225464697,enc_res_sif_mv_offline_2k_blue_hair_52
2020,sif,mv_offline_2k,blue_hair,72,2413,2.813014709916262,enc_res_sif_mv_offline_2k_blue_hair_72
2020,tencent,mv_offline_2k,blue_hair,1000,1243,4.178435190983536,enc_res_tencent_mv_offline_2k_blue_hair_1000
2020,tencent,mv_offline_2k,blue_hair,2000,2499,4.816602017010144,enc_res_tencent_mv_offline_2k_blue_hair_2000
2020,tencent,mv_offline_2k,blue_hair,4000,4997,4.863337706204101,enc_res_tencent_mv_offline_2k_blue_hair_4000
2020,x264,mv_offline_2k,blue_hair,31,3885,4.189644835485958,enc_res_x264_mv_offline_2k_blue_hair_31
2020,x264,mv_offline_2k,blue_hair,36,2129,2.531499108089065,enc_res_x264_mv_offline_2k_blue_hair_36
2020,x264,mv_offline_2k,blue_hair,44,1030,0.0391243569978296,enc_res_x264_mv_offline_2k_blue_hair_44
2020,x265_mw,mv_offline_2k,blue_hair,28,4712,4.877290017873207,enc_res_x265_mw_mv_offline_2k_blue_hair_28
2020,x265_mw,mv_offline_2k,blue_hair,32,2472,4.714028842590887,enc_res_x265_mw_mv_offline_2k_blue_hair_32
2020,x265_mw,mv_offline_2k,blue_hair,37,1189,3.8092040693590334,enc_res_x265_mw_mv_offline_2k_blue_hair_37
2020,x265_ref,mv_offline_2k,blue_hair,28,4729,4.750407177227122,enc_res_x265_ref_mv_offline_2k_blue_hair_28
2020,x265_ref,mv_offline_2k,blue_hair,32,2486,4.687223562568788,enc_res_x265_ref_mv_offline_2k_blue_hair_32
2020,x265_ref,mv_offline_2k,blue_hair,37,1205,3.7629632576934906,enc_res_x265_ref_mv_offline_2k_blue_hair_37
2020,xcczm265,mv_offline_2k,blue_hair,29,4181,4.772705865889495,enc_res_xcczm265_mv_offline_2k_blue_hair_29
2020,xcczm265,mv_offline_2k,blue_hair,33,2388,4.502024272524727,enc_res_xcczm265_mv_offline_2k_blue_hair_33
2020,xcczm265,mv_offline_2k,blue_hair,38,1158,3.739326636628588,enc_res_xcczm265_mv_offline_2k_blue_hair_38
2020,alibaba,mv_fast_2k,cover_song,22,5108,4.311227558906835,enc_res_alibaba_mv_fast_2k_cover_song_22
2020,alibaba,mv_fast_2k,cover_song,27,2579,3.599719994636592,enc_res_alibaba_mv_fast_2k_cover_song_27
2020,alibaba,mv_fast_2k,cover_song,33,1190,1.9718786312462335,enc_res_alibaba_mv_fast_2k_cover_song_33
2020,baidu,mv_fast_2k,cover_song,26,4659,3.258314784804588,enc_res_baidu_mv_fast_2k_cover_song_26
2020,baidu,mv_fast_2k,cover_song,30,2517,2.714103999824373,enc_res_baidu_mv_fast_2k_cover_song_30
2020,baidu,mv_fast_2k,cover_song,35,1235,1.4583065602319925,enc_res_baidu_mv_fast_2k_cover_song_35
2020,bytedance_hevc,mv_fast_2k,cover_song,24,5363,3.1001323690792715,enc_res_bytedance_hevc_mv_fast_2k_cover_song_24
2020,bytedance_hevc,mv_fast_2k,cover_song,29,2520,2.484203178090493,enc_res_bytedance_hevc_mv_fast_2k_cover_song_29
2020,bytedance_hevc,mv_fast_2k,cover_song,34,1297,1.334324858264587,enc_res_bytedance_hevc_mv_fast_2k_cover_song_34
2020,lcevc,mv_fast_2k,cover_song,26,4882,3.209480536269093,enc_res_lcevc_mv_fast_2k_cover_song_26
2020,lcevc,mv_fast_2k,cover_song,31,2436,2.583045849848978,enc_res_lcevc_mv_fast_2k_cover_song_31
2020,lcevc,mv_fast_2k,cover_song,36,1213,1.1912883661004785,enc_res_lcevc_mv_fast_2k_cover_song_36
2020,sif,mv_fast_2k,cover_song,44,4686,2.279174130319501,enc_res_sif_mv_fast_2k_cover_song_44
2020,sif,mv_fast_2k,cover_song,60,2532,1.4590352359871486,enc_res_sif_mv_fast_2k_cover_song_60
2020,sif,mv_fast_2k,cover_song,92,1290,0.0649358422699122,enc_res_sif_mv_fast_2k_cover_song_92
2020,tencent,mv_fast_2k,cover_song,24,5121,3.1712726325162066,enc_res_tencent_mv_fast_2k_cover_song_24
2020,tencent,mv_fast_2k,cover_song,29,2616,2.6990158257543078,enc_res_tencent_mv_fast_2k_cover_song_29
2020,tencent,mv_fast_2k,cover_song,34,1302,1.855425511187416,enc_res_tencent_mv_fast_2k_cover_song_34
2020,x264,mv_fast_2k,cover_song,24,4754,3.03505390620696,enc_res_x264_mv_fast_2k_cover_song_24
2020,x264,mv_fast_2k,cover_song,29,2507,2.4171022402684086,enc_res_x264_mv_fast_2k_cover_song_29
2020,x264,mv_fast_2k,cover_song,35,1225,0.3874072182579646,enc_res_x264_mv_fast_2k_cover_song_35
2020,x265_mw,mv_fast_2k,cover_song,25,4762,2.864751264006981,enc_res_x265_mw_mv_fast_2k_cover_song_25
2020,x265_mw,mv_fast_2k,cover_song,30,2345,2.226476442063085,enc_res_x265_mw_mv_fast_2k_cover_song_30
2020,x265_mw,mv_fast_2k,cover_song,34,1335,1.4009515867145252,enc_res_x265_mw_mv_fast_2k_cover_song_34
2020,x265_ref,mv_fast_2k,cover_song,25,4762,2.853852425493662,enc_res_x265_ref_mv_fast_2k_cover_song_25
2020,x265_ref,mv_fast_2k,cover_song,30,2345,2.2547973241888317,enc_res_x265_ref_mv_fast_2k_cover_song_30
2020,x265_ref,mv_fast_2k,cover_song,34,1335,1.4133178612460868,enc_res_x265_ref_mv_fast_2k_cover_song_34
2020,xcczm265,mv_fast_2k,cover_song,26,4921,3.139418712242533,enc_res_xcczm265_mv_fast_2k_cover_song_26
2020,xcczm265,mv_fast_2k,cover_song,31,2385,2.651084604892593,enc_res_xcczm265_mv_fast_2k_cover_song_31
2020,xcczm265,mv_fast_2k,cover_song,36,1224,1.7582394066557216,enc_res_xcczm265_mv_fast_2k_cover_song_36
2020,alibaba,mv_offline_2k,cover_song,22,4997,4.445344472889797,enc_res_alibaba_mv_offline_2k_cover_song_22
2020,alibaba,mv_offline_2k,cover_song,27,2445,3.877541683670912,enc_res_alibaba_mv_offline_2k_cover_song_27
2020,alibaba,mv_offline_2k,cover_song,33,1127,2.260630477424889,enc_res_alibaba_mv_offline_2k_cover_song_33
2020,baidu,mv_offline_2k,cover_song,26,4479,3.336681519503603,enc_res_baidu_mv_offline_2k_cover_song_26
2020,baidu,mv_offline_2k,cover_song,30,2377,2.9749725175663992,enc_res_baidu_mv_offline_2k_cover_song_30
2020,baidu,mv_offline_2k,cover_song,35,1149,1.7875423609213923,enc_res_baidu_mv_offline_2k_cover_song_35
2020,bytedance_hevc,mv_offline_2k,cover_song,24,5413,3.0512884192107763,enc_res_bytedance_hevc_mv_offline_2k_cover_song_24
2020,bytedance_hevc,mv_offline_2k,cover_song,29,2528,2.568999105453127,enc_res_bytedance_hevc_mv_offline_2k_cover_song_29
2020,bytedance_hevc,mv_offline_2k,cover_song,34,1309,1.581825983333445,enc_res_bytedance_hevc_mv_offline_2k_cover_song_34
2020,bytedance_vvc,mv_offline_2k,cover_song,20,4608,3.1020793085536,enc_res_bytedance_vvc_mv_offline_2k_cover_song_20
2020,bytedance_vvc,mv_offline_2k,cover_song,24,2535,2.9208725210009114,enc_res_bytedance_vvc_mv_offline_2k_cover_song_24
2020,bytedance_vvc,mv_offline_2k,cover_song,29,1234,2.2156526086012893,enc_res_bytedance_vvc_mv_offline_2k_cover_song_29
2020,kingsoft_v1,mv_offline_2k,cover_song,29,5095,3.83488882746323,enc_res_kingsoft_v1_mv_offline_2k_cover_song_29
2020,kingsoft_v1,mv_offline_2k,cover_song,36,2427,3.3523978564519528,enc_res_kingsoft_v1_mv_offline_2k_cover_song_36
2020,kingsoft_v1,mv_offline_2k,cover_song,42,1281,2.170067283865041,enc_res_kingsoft_v1_mv_offline_2k_cover_song_42
2020,kingsoft_v2,mv_offline_2k,cover_song,32,4782,3.8192339626957263,enc_res_kingsoft_v2_mv_offline_2k_cover_song_32
2020,kingsoft_v2,mv_offline_2k,cover_song,37,2600,3.34050346617337,enc_res_kingsoft_v2_mv_offline_2k_cover_song_37
2020,kingsoft_v2,mv_offline_2k,cover_song,43,1264,1.9040697865316905,enc_res_kingsoft_v2_mv_offline_2k_cover_song_43
2020,lcevc,mv_offline_2k,cover_song,26,4778,3.234049031491082,enc_res_lcevc_mv_offline_2k_cover_song_26
2020,lcevc,mv_offline_2k,cover_song,31,2384,2.7069286425508663,enc_res_lcevc_mv_offline_2k_cover_song_31
2020,lcevc,mv_offline_2k,cover_song,36,1189,1.3682001586381038,enc_res_lcevc_mv_offline_2k_cover_song_36
2020,qav1enc,mv_offline_2k,cover_song,142,4873,3.018746763322545,enc_res_qav1enc_mv_offline_2k_cover_song_142
2020,qav1enc,mv_offline_2k,cover_song,182,2432,2.5936474269225065,enc_res_qav1enc_mv_offline_2k_cover_song_182
2020,qav1enc,mv_offline_2k,cover_song,222,1275,1.7839609552418034,enc_res_qav1enc_mv_offline_2k_cover_song_222
2020,rav1e,mv_offline_2k,cover_song,102,5230,3.1457550948854203,enc_res_rav1e_mv_offline_2k_cover_song_102
2020,rav1e,mv_offline_2k,cover_song,134,2678,2.6084085654910902,enc_res_rav1e_mv_offline_2k_cover_song_134
2020,rav1e,mv_offline_2k,cover_song,166,1328,1.814657261108229,enc_res_rav1e_mv_offline_2k_cover_song_166
2020,sif,mv_offline_2k,cover_song,44,4315,2.4109225273063326,enc_res_sif_mv_offline_2k_cover_song_44
2020,sif,mv_offline_2k,cover_song,60,2494,1.5937532352765935,enc_res_sif_mv_offline_2k_cover_song_60
2020,sif,mv_offline_2k,cover_song,92,1282,0.0,enc_res_sif_mv_offline_2k_cover_song_92
2020,tencent,mv_offline_2k,cover_song,1000,1248,2.1294699405705693,enc_res_tencent_mv_offline_2k_cover_song_1000
2020,tencent,mv_offline_2k,cover_song,2000,2500,2.9322489543570893,enc_res_tencent_mv_offline_2k_cover_song_2000
2020,tencent,mv_offline_2k,cover_song,4000,5015,3.123037965313811,enc_res_tencent_mv_offline_2k_cover_song_4000
2020,x264,mv_offline_2k,cover_song,24,4490,3.0204476566134533,enc_res_x264_mv_offline_2k_cover_song_24
2020,x264,mv_offline_2k,cover_song,29,2352,2.281175190536986,enc_res_x264_mv_offline_2k_cover_song_29
2020,x264,mv_offline_2k,cover_song,35,1150,0.2870241650891634,enc_res_x264_mv_offline_2k_cover_song_35
2020,x265_mw,mv_offline_2k,cover_song,25,5265,3.1259433214520804,enc_res_x265_mw_mv_offline_2k_cover_song_25
2020,x265_mw,mv_offline_2k,cover_song,30,2571,2.53108730644574,enc_res_x265_mw_mv_offline_2k_cover_song_30
2020,x265_mw,mv_offline_2k,cover_song,34,1436,1.735336351877148,enc_res_x265_mw_mv_offline_2k_cover_song_34
2020,x265_ref,mv_offline_2k,cover_song,25,5294,3.208018760643,enc_res_x265_ref_mv_offline_2k_cover_song_25
2020,x265_ref,mv_offline_2k,cover_song,30,2577,2.6924505860085355,enc_res_x265_ref_mv_offline_2k_cover_song_30
2020,x265_ref,mv_offline_2k,cover_song,34,1437,1.822392270490948,enc_res_x265_ref_mv_offline_2k_cover_song_34
2020,xcczm265,mv_offline_2k,cover_song,26,4697,3.124815525078533,enc_res_xcczm265_mv_offline_2k_cover_song_26
2020,xcczm265,mv_offline_2k,cover_song,31,2291,2.776118179304596,enc_res_xcczm265_mv_offline_2k_cover_song_31
2020,xcczm265,mv_offline_2k,cover_song,36,1180,2.004274613007627,enc_res_xcczm265_mv_offline_2k_cover_song_36
2020,alibaba,mv_fast_2k,crowd_run,31,4537,6.57651056368276,enc_res_alibaba_mv_fast_2k_crowd_run_31
2020,alibaba,mv_fast_2k,crowd_run,35,2457,4.280955728713395,enc_res_alibaba_mv_fast_2k_crowd_run_35
2020,alibaba,mv_fast_2k,crowd_run,39,1169,1.728563541978584,enc_res_alibaba_mv_fast_2k_crowd_run_39
2020,baidu,mv_fast_2k,crowd_run,36,4719,6.575991054552047,enc_res_baidu_mv_fast_2k_crowd_run_36
2020,baidu,mv_fast_2k,crowd_run,39,2629,4.62035928930577,enc_res_baidu_mv_fast_2k_crowd_run_39
2020,baidu,mv_fast_2k,crowd_run,43,1218,1.6209646932850017,enc_res_baidu_mv_fast_2k_crowd_run_43
2020,bytedance_hevc,mv_fast_2k,crowd_run,34,5122,6.25072839492255,enc_res_bytedance_hevc_mv_fast_2k_crowd_run_34
2020,bytedance_hevc,mv_fast_2k,crowd_run,38,2641,3.153662213322672,enc_res_bytedance_hevc_mv_fast_2k_crowd_run_38
2020,bytedance_hevc,mv_fast_2k,crowd_run,45,1657,0.5542139659085743,enc_res_bytedance_hevc_mv_fast_2k_crowd_run_45
2020,lcevc,mv_fast_2k,crowd_run,36,5409,6.010893975891426,enc_res_lcevc_mv_fast_2k_crowd_run_36
2020,lcevc,mv_fast_2k,crowd_run,40,2628,4.034138329463757,enc_res_lcevc_mv_fast_2k_crowd_run_40
2020,lcevc,mv_fast_2k,crowd_run,44,1156,1.6326445510887737,enc_res_lcevc_mv_fast_2k_crowd_run_44
2020,sif,mv_fast_2k,crowd_run,135,2455,3.404463627884172,enc_res_sif_mv_fast_2k_crowd_run_135
2020,sif,mv_fast_2k,crowd_run,195,1240,0.7927751426718626,enc_res_sif_mv_fast_2k_crowd_run_195
2020,sif,mv_fast_2k,crowd_run,96,4930,5.5814647053661925,enc_res_sif_mv_fast_2k_crowd_run_96
2020,tencent,mv_fast_2k,crowd_run,33,5075,6.853954359210605,enc_res_tencent_mv_fast_2k_crowd_run_33
2020,tencent,mv_fast_2k,crowd_run,37,2469,4.773446931521134,enc_res_tencent_mv_fast_2k_crowd_run_37
2020,tencent,mv_fast_2k,crowd_run,40,1337,2.8094076385866176,enc_res_tencent_mv_fast_2k_crowd_run_40
2020,x264,mv_fast_2k,crowd_run,33,5215,6.36442778786743,enc_res_x264_mv_fast_2k_crowd_run_33
2020,x264,mv_fast_2k,crowd_run,38,2329,2.623281808545327,enc_res_x264_mv_fast_2k_crowd_run_38
