Metric,Mask,Pearson,Spearman
niqe,False,0.41914531079626105,0.26258939495002714
niqe,True,0.528533073697275,0.4438376199949617
psnr,False,0.8672128738123346,0.8139356925856742
psnr,True,0.8458030996128234,0.8143565841856372
ssim,False,0.9061334033447467,0.8572510581388517
ssim,True,0.9068007124627964,0.8565123935810149
vmaf,False,0.9573164051338007,0.953083669044336
vmaf,True,0.9579483048079848,0.9523900074396016
