Reference,Distorted,Metric,Metric_val,Mask,Comparison,Codec,Preset,Sequence,Crf,Real_bitrate,Subjective,Video_name
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_40,niqe,9.0028,False,ugc,svt_av1,mv_offline_2k,blue_hair,40,4878,5.5305848584583055,enc_res_svt_av1_mv_offline_2k_blue_hair_40
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,psnr,39.685,False,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,psnr,43.535,True,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,ssim,0.9549,False,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,ssim,0.955,True,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,vmaf,84.64,False,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,vmaf,84.743,True,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,niqe,9.4328,False,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_48,niqe,11.266,True,ugc,svt_av1,mv_offline_2k,blue_hair,48,2559,5.4081835197032735,enc_res_svt_av1_mv_offline_2k_blue_hair_48
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_58,psnr,37.245,False,ugc,svt_av1,mv_offline_2k,blue_hair,58,1157,4.723917251086838,enc_res_svt_av1_mv_offline_2k_blue_hair_58
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_58,psnr,41.342,True,ugc,svt_av1,mv_offline_2k,blue_hair,58,1157,4.723917251086838,enc_res_svt_av1_mv_offline_2k_blue_hair_58
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_58,ssim,0.9406,False,ugc,svt_av1,mv_offline_2k,blue_hair,58,1157,4.723917251086838,enc_res_svt_av1_mv_offline_2k_blue_hair_58
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_58,ssim,0.9405,True,ugc,svt_av1,mv_offline_2k,blue_hair,58,1157,4.723917251086838,enc_res_svt_av1_mv_offline_2k_blue_hair_58
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_58,vmaf,67.975,False,ugc,svt_av1,mv_offline_2k,blue_hair,58,1157,4.723917251086838,enc_res_svt_av1_mv_offline_2k_blue_hair_58
blue_hair_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_blue_hair_58,vmaf,68.016,True,ugc,svt_av1,mv_offline_2k,blue_hair,58,1157,4.723917251086838,enc_res_svt_av1_mv_offline_2k_blue_hair_58
